Datum,waermebedarf_MWth,strompreis_EUR_MWh,grid_co2_kg_MWh,T_outdoor,T_ground,WRG1_T_K,WRG1_Q_cap,WRG2_T_K,WRG2_Q_cap,WRG3_T_K,WRG3_Q_cap,WRG4_T_K,WRG4_Q_cap,zone_01_demand_MWth,zone_02_demand_MWth,zone_03_demand_MWth,zone_04_demand_MWth,zone_05_demand_MWth,zone_06_demand_MWth,zone_07_demand_MWth,zone_08_demand_MWth,zone_09_demand_MWth,zone_10_demand_MWth,zone_11_demand_MWth,zone_12_demand_MWth,zone_13_demand_MWth,zone_14_demand_MWth,zone_15_demand_MWth,zone_16_demand_MWth,zone_17_demand_MWth,zone_18_demand_MWth,zone_19_demand_MWth,zone_20_demand_MWth,zone_21_demand_MWth,zone_22_demand_MWth,zone_23_demand_MWth
2023-01-01 11:00:00,60.249766884108126,108.97777478867204,410.3527618041009,5.94580430511231,10.0,290.4403383331792,5.0,285.18507245124687,3.5,284.5107824516515,4.2,287.97874912245584,3.8,3.614426212642973,2.934918335826956,2.5895008696204265,2.507419900004858,2.4181003756285526,2.9771081057818294,3.2035052615692203,2.268713649972479,2.496653777794136,2.4313624759584758,1.6640899631132449,3.7806090656994935,3.253628403451554,2.367284517331835,2.5911270189700004,1.5549782302566904,1.7202176139866328,3.370463664691328,2.8284875222381083,2.4022915307025703,2.4043222073047836,2.3948457905280693,1.7742332352177945
2023-01-01 12:00:00,62.77427926901131,110.0,400.0,6.681306436346741,10.0,286.25133469553003,5.0,286.5631115574951,3.5,284.00183437524873,4.2,284.5557443822161,3.8,4.086930776672477,3.0945399142133314,2.6829456079148772,2.9147812940181126,2.5101293501584867,3.3964297842476245,3.234042394591647,2.3427549601308617,2.7246315795963203,2.663140102688703,1.7312545452572599,4.0163946770752865,3.497027611752932,2.371996738971454,2.758512131929732,1.70475964516547,1.903708492143274,3.6084301886009196,3.0813995204056415,2.648471547454781,2.5883115107876247,2.501556548691522,1.8166801644321764
2023-01-01 13:00:00,55.65706458213892,108.97777478867204,389.6472381958992,8.370965400861339,10.0,283.28568488716746,5.0,287.5731056965763,3.5,281.0448895104029,4.2,288.42599686034475,3.8,3.503952302832293,2.9222238502127627,2.2298260440714417,2.4433670503346,2.2829372799834893,2.9383553025636844,2.805531937230188,2.0828611520644897,2.265134967294362,2.0426045409145237,1.6570375504965758,3.673350792708807,3.0816983705387697,2.1591009053500194,2.2087280765205977,1.5219053877100939,1.5813487733105505,3.116833917134356,2.6096318197768538,2.2731721559566362,2.3262620867459267,2.1405148217368684,1.5637397157698787
2023-01-01 14:00:00,55.593342302326576,105.98076211353316,380.0,9.210252123994929,10.0,282.8582150038778,5.0,288.621815131196,3.5,283.19866461085843,4.2,286.5193492036837,3.8,3.8478757422826906,2.72012584723489,2.561428532018811,2.582216651514503,2.2336036185138344,2.823194160788719,2.6559260197780947,2.063591013047534,2.3000406391338974,2.130066111712143,1.4829178463130737,3.6446513155467897,3.079913227525151,2.0245008312729333,2.672638728756338,1.4992172066712977,1.645310334326814,3.164856312415072,2.8775604570390283,2.2150918843527436,2.3505911193939246,2.03395220851981,1.6523311596539685
2023-01-01 15:00:00,57.98928631939171,101.21320343559644,371.7157287525381,8.835947196684904,10.0,285.9649448304864,5.0,290.9507124338991,3.5,284.5027742467436,4.2,286.2503583849008,3.8,3.4714111804364034,2.9675709453197165,2.480761899121333,2.564202883918438,2.2719512637307577,3.3011660855649425,2.9354484829607985,2.1061099293921126,2.497288539562569,2.3832709251056845,1.6592725905181371,3.7552463766235005,3.3366000675234955,2.25817303857558,2.4627462406597878,1.5400867677219194,1.7987183393999768,3.1161499907741192,2.849967212533984,2.417045346028437,2.39957188533627,2.3010972759346813,1.7965388218540346
2023-01-01 16:00:00,55.16407286306361,95.0,365.3589838486225,9.1818984248012,10.0,284.55307442934827,5.0,289.715319246404,3.5,279.66118943775723,4.2,288.421919936407,3.8,3.296878497452559,2.7612593154666425,2.444068198707594,2.3334262985862386,2.0629145058649727,3.0426932276005862,2.6476193811420665,1.7999394721047333,2.499671058093137,2.1016802812008217,1.4879688856929658,3.392826523036841,3.1415575722510325,1.9046071191862834,2.4201966778501607,1.489335403095837,1.6480939481408985,3.4374988908866775,2.7505281188734716,2.423779746223122,2.260358665599833,2.1700647873482812,1.471442217030691
2023-01-01 17:00:00,56.88981251468749,87.76457135307562,361.3629669484373,10.133485257060409,10.0,286.4280009881842,5.0,287.68012294007315,3.5,284.0867203847599,4.2,287.88852662297205,3.8,3.442663996019505,2.7066579763492564,2.5371398184208585,2.291057478620116,2.05546451532474,3.102257728326158,2.793966591735196,2.1331176856696947,2.4636313926743103,2.248873607606959,1.5911642471812197,3.554674525838861,3.4853283807858677,2.0855699471828886,2.4547446679319007,1.5967111353426826,1.7918400670429526,3.0029987903198405,2.733944707189538,2.3014742627741747,2.3628201589344746,2.3289446890778733,1.7911221812207834
2023-01-01 18:00:00,51.82074221874909,80.0,360.0,9.723888477859514,10.0,285.9464752491471,5.0,287.9619675841946,3.5,281.6747524821083,4.2,286.2780676683618,3.8,2.8894908086185085,2.3427817465303478,2.165627031286353,2.2211522788376454,2.0236565520991285,2.5884638376017093,2.496050888585411,1.9733242222615466,2.3202062591818433,1.9904581041998035,1.5737757008717463,3.036258299100408,2.7557004733625083,1.9692249693288242,2.091504315659468,1.3617316201450458,1.4573119178281964,2.9511048050333892,2.570253736923087,2.056177546942928,2.0351907238176437,1.990481536104393,1.5590372589308819
2023-01-01 19:00:00,48.832343632274615,72.23542864692438,361.3629669484373,10.21424338774496,10.0,284.8543421746863,5.0,285.9949412707244,3.5,284.1411973371863,4.2,289.3186596067285,3.8,2.966285890570019,2.407648121490595,2.0861197216532235,2.0658769755378605,1.8482122112832309,2.6614695521555896,2.422101356630698,1.7529040551552872,1.849650086817028,1.9626757405582194,1.2783916478766926,3.161191486437945,2.959924685226011,1.885582784931944,1.9644630548424444,1.3356654647803934,1.4107224394316031,2.613929951963928,2.0330986760872465,1.750849547527315,2.0642548860283036,2.0694567292566983,1.480093193419592
2023-01-01 20:00:00,52.93129753784312,65.00000000000001,365.3589838486225,9.699537721778968,10.0,283.3064125638632,5.0,287.96297372801524,3.5,281.47348168691497,4.2,284.8378733448002,3.8,3.176742362475213,2.3822875000402846,2.4361662156445516,2.235604111130004,2.0132292471296105,2.7900037808810003,2.5593136965040753,2.0772910887881078,2.4040906885376425,1.9465228098312175,1.3707913856184137,3.6909970206928784,3.0097712210529197,1.987458456078832,2.2235558136984137,1.4953735473341432,1.5995069294421589,3.076331675764732,2.702016104158291,2.076923085062596,2.127136083343953,2.1803097363978443,1.667521186264103
2023-01-01 21:00:00,49.54844739902693,60.0,371.7157287525381,8.363448286061026,10.0,281.97030555062827,5.0,287.4226827221597,3.5,279.390235798671,4.2,288.2318712138885,3.8,3.1142853091314286,2.565880656043329,2.018407091977731,2.0805889108879945,2.02131472822251,2.475211087035212,2.54757567775755,1.6793801149841898,2.0097554734703222,1.974141396052261,1.4798006109566657,3.1378133983602763,2.757704786342388,1.9903373967032492,1.9750228132618415,1.3997824373222865,1.4179948610148083,2.57744316691435,2.079453648839974,2.0843690811297297,2.134151481054578,2.0255626571419536,1.5323644382486146
2023-01-01 22:00:00,50.13505640937585,60.0,380.0,9.27375260066503,10.0,284.106970095866,5.0,288.6454371206762,3.5,279.74491512423367,4.2,288.1862025159368,3.8,3.181081214642391,2.4185917608369456,2.393284504165516,1.9091367457790869,2.0691754748597533,2.5848257137378243,2.5104729513014203,1.6913829209891293,2.0599542612501742,2.0141287738749485,1.4155367907206244,3.3527709680416895,2.6754332821077647,1.9377205432912397,2.2888563072815287,1.30199016853647,1.512034856220636,2.905175702829958,2.324714735980725,2.0642599835921933,2.0817387491723998,1.8533939645710036,1.438962118313606
2023-01-01 23:00:00,47.15050362757309,60.0,389.6472381958992,8.674395971855324,10.0,286.71279758864694,5.0,286.3455381128953,3.5,283.0961698933228,4.2,286.38090712137205,3.8,3.2173806916647223,2.430233072638139,1.958596591084543,2.1269506613937748,1.7088328306625702,2.316790189524873,2.2499865320245327,1.748270310867867,2.192112003955136,1.9122999373486702,1.2690830318143143,3.0708296497501424,2.5587674666312634,1.7633941599886092,2.015712069295538,1.294326487967893,1.4205889060654815,2.6101171863446937,2.283678592138016,2.081526358794279,1.8158544137993038,1.9179298980022608,1.357717230006612
2023-01-02 00:00:00,53.63904318868704,60.0,400.0,6.693605654757807,10.0,285.4281874882604,5.0,289.0386930284823,3.5,283.51944500344297,4.2,287.65226604448424,3.8,3.333991830507124,2.8315602607392796,2.0210266221862443,2.359575319910847,1.718808050960538,2.905266772492049,2.291030824585661,1.8325898077212193,2.26739852277389,2.0174137173696547,1.6544663255812662,2.7681628610390834,2.347457553281318,2.156041090477643,2.05092513255769,1.7425484277741108,1.7164970659251622,3.085079187144085,2.4890305561891957,1.9635684680230365,1.9887000371268404,2.390383108709768,1.6727895325081437
2023-01-02 01:00:00,55.27730647427467,60.0,410.3527618041009,6.029692084724445,10.0,282.508522442576,5.0,291.0654778260052,3.5,281.1913667497912,4.2,284.4977728472294,3.8,3.185341741837268,3.030021723991998,2.2279257784085145,2.26540933575193,1.7513646378116883,2.927140853312006,2.2616726853272695,2.0502323231705035,2.2300536383452263,2.2895612266293135,1.6988107927545384,2.802846160243235,2.2744377568048786,2.317511872456811,2.0545767483299606,1.8122859042669057,1.755748180277963,3.280621887234432,2.7173255263874396,2.0721419089387068,2.236039815287941,2.5867791897970402,1.6719791966742625
2023-01-02 02:00:00,52.12251605644424,60.0,420.0,5.642932695362452,10.0,285.34636185170234,5.0,287.78247970308627,3.5,284.27718491755473,4.2,288.8480540384138,3.8,2.9538298859439225,2.848704728900718,2.3174047291123054,2.3540327303748163,1.714550408019687,3.0675840555618983,2.054912665743729,1.804204217205104,2.1178647133285575,1.8018319877904374,1.595162298687035,2.6078834752533666,2.255886396736141,2.158232628627249,1.778187855630788,1.7483293305465815,1.6384874318517353,3.137289496655113,2.3511320364431394,2.0072310997872713,2.0704779327766833,2.4970150609592476,1.5030212365562556
2023-01-02 03:00:00,55.93924504586418,60.0,428.2842712474619,5.045908051433869,10.0,285.77063475945766,5.0,288.8034234441979,3.5,279.6769598754621,4.2,286.630195727114,3.8,3.4008692130008153,3.0188192917874024,2.0257797952884817,2.361417611576758,1.6062994736663607,3.1307973029489915,2.5579332774640147,2.1129705750396415,2.182511529998096,2.0889188000667938,1.8541296111079582,2.985652083571593,2.660628536272058,2.236731518091678,2.0547388654381264,1.75220551711295,1.6070799656901895,3.404070895044184,2.616088703347221,2.121754113707934,2.4656984106534066,2.481253560089408,1.7032561542872813
2023-01-02 04:00:00,53.49840327520299,65.0,434.6410161513775,4.7311959249831,10.0,283.2322851275977,5.0,289.38028798342225,3.5,282.8678404027054,4.2,285.9545539589619,3.8,2.964851636139075,2.831016275877478,2.1269540616463067,2.4256544892786134,1.6059829583524952,2.8633768594872864,2.2956887356336084,1.8239700366811797,2.2439958906069157,2.3187901884370423,1.5851877059528967,2.917198247839962,2.3574553030742442,2.331471570433016,2.0085444565807564,1.81759261133838,1.7138960439037751,2.9628200679636616,2.312131731597865,2.159289262585075,2.277831090521089,2.4666398029066428,1.6369262759715133
2023-01-02 05:00:00,56.61222419737883,72.23542864692438,438.6370330515628,5.107324790515969,10.0,285.3074502118911,5.0,287.1975590562284,3.5,280.57796760047506,4.2,289.0980184516738,3.8,3.6667700001750125,3.1221193154089257,2.3207118376659057,2.606723452852541,1.8225998586866516,3.2619945147576757,2.3228063123307106,2.0168106924252918,2.3330103657330095,2.1897202842235064,1.7379879318711935,3.0948431062598005,2.517305612707504,2.1924581190796,2.0378360748106052,1.7889713037588622,1.6518687732066826,3.44189280425965,2.723611164490244,1.9355381139182164,2.131573674166088,2.7842336979957802,1.7859251605009225
2023-01-02 06:00:00,58.19488016331181,80.0,440.0,3.911526386252975,10.0,285.116417436892,5.0,288.44818496362086,3.5,281.6963277843957,4.2,285.59131261891446,3.8,3.656705198219592,3.0018748553234067,2.334022924008451,2.6973032409346,1.9587008903851904,3.268877480341455,2.5989963878910713,1.8541574358925021,2.5208547300650808,2.374100560535317,1.7093459953135384,2.9119979339119157,2.400654428138446,2.542386996563066,1.991430934613412,1.9060745343478918,1.7786727573831098,3.438506367869554,2.616527933026206,2.442690845876189,2.4021717557750124,3.0098811969751287,1.7382034181795065
2023-01-02 07:00:00,68.62442987553085,87.76457135307562,438.6370330515628,3.703073898863568,10.0,282.71405940433874,5.0,288.0251848015636,3.5,283.09479734263283,4.2,284.1830774072729,3.8,3.9763995792252715,3.487292088107473,2.800168304223217,3.002065368736605,2.230748479089392,4.056883204814033,2.890005310989432,2.420841148319832,3.12357455407316,2.675636800868789,2.1079764178958986,3.865188679347914,3.056734687795364,2.5874848883751995,2.408498126741089,2.1994696687321196,2.328542754308799,4.257717443810172,3.001893468254384,2.7292805499820756,2.6669056239458593,3.150317967030686,2.004894314361871
2023-01-02 08:00:00,64.95275971341724,95.0,434.6410161513775,3.712264174639421,10.0,285.71557472069657,5.0,288.1953521970977,3.5,281.2791732694321,4.2,283.8867416529522,3.8,3.52393244039762,3.731467488688849,2.5073167346891814,2.8052274612247787,2.1741012264873403,3.672523566415301,2.8279115635407486,2.3057848352607624,2.5517801995063594,2.7267396016237533,1.950378196271245,3.3504074438833324,2.604258357992326,2.474669893669045,2.372774647740327,2.2471221635950216,2.0425416197230493,3.6247288021606985,2.9634676468490913,2.5643508076018207,2.7349629518534173,3.155787886483708,1.9487072172648434
2023-01-02 09:00:00,63.15002045459793,101.21320343559644,428.2842712474619,4.513214636469399,10.0,286.12156905273645,5.0,286.4539804322891,3.5,282.2308889115404,4.2,288.2120199026913,3.8,4.000744656923934,3.539836529993039,2.452684633116604,2.6978818967992044,2.0652707989965107,3.2920657126053476,2.5807252196649784,2.3687599238649923,2.7257726224341097,2.41563237325221,1.991218607385235,3.3708894446170223,2.4323306880175806,2.4203456519512563,2.3683647387397992,2.057169340418675,1.9100915851890243,3.6100348512741727,2.870881952866617,2.5789017524562445,2.7136154341928966,3.07485258278918,1.8651466824271796
2023-01-02 10:00:00,71.84023356378896,105.98076211353316,420.0,5.483436513563102,10.0,287.1661024863505,5.0,288.0490203485179,3.5,285.0125856184289,4.2,284.43914129500746,3.8,4.238323247780977,3.898485663551192,2.8551111084704597,3.0537746011499483,2.4749910949952953,3.9348310608939507,3.2405160887655877,2.3490631300207974,2.7803071647461213,2.805756179728127,2.2139747150727116,3.688863419706312,3.195222513112186,3.092646142479851,2.4247742244380146,2.4095154425715193,1.9078119286599513,4.035765712097666,3.413715007799918,2.6577102854524735,2.6520413343071927,2.9929203465122973,2.247049548206262
2023-01-02 11:00:00,64.8174829016096,108.97777478867204,410.3527618041009,7.120821796451332,10.0,287.1076041040698,5.0,288.9959965824909,3.5,281.8462162609537,4.2,290.5095883639687,3.8,4.084065678210644,3.7977244729016717,2.4486510268595474,2.8560620919709843,2.255046350102197,3.4299591256280655,2.844302363273952,2.2602101698769927,2.775853906996812,2.612941689323092,2.070830890135982,3.2353244296031387,2.837201938033819,2.5561194448180444,2.2500916746742634,2.013831402641865,2.1219901111694424,3.8970341884740303,3.2416589071966686,2.381250455698281,2.6776329101217384,3.1087087348247566,1.9097716135194422
2023-01-02 12:00:00,70.83545438001903,110.0,400.0,6.741194350481914,10.0,282.24466126408583,5.0,290.9022872155901,3.5,284.6713842241303,4.2,282.83614118423253,3.8,3.8680377731342146,3.780042611575659,2.8298896383749566,3.0912255153452377,2.206761079292001,4.090614495887527,3.172083709972417,2.687514622043805,2.794841128384454,2.945600569711615,2.346575553228418,3.521148975421015,3.293272919738089,2.8348378773807767,2.6495517476710635,2.276610825893136,2.264300123245507,4.305332059315608,3.112408164702882,2.99819527261561,2.66303199543215,3.2167106111329034,2.3592324192352465
2023-01-02 13:00:00,61.88735190758878,108.97777478867204,389.6472381958992,7.888351111127012,10.0,283.1243499201698,5.0,289.9185416521704,3.5,280.74058629068475,4.2,290.39291273658006,3.8,3.562118117899295,3.5687317626988393,2.429783273838929,2.61667741763741,2.092754197967417,3.6645075979256583,2.646001323231463,2.3625295004234417,2.4193235246761895,2.169785531618895,1.8084139222125795,3.39998145874079,2.4510992769507203,2.339021913114073,2.0936669896616698,2.0568613079937856,1.8058992945090033,3.765547004669395,2.4613388387139294,2.414719164127801,2.3065576546936395,2.704004366292158,1.8414305485663758
2023-01-02 14:00:00,63.52545303185097,105.98076211353316,380.0,8.491788551963625,10.0,286.0300705344173,5.0,292.3063649150231,3.5,284.05960835583056,4.2,287.42203493440525,3.8,3.7703556020553486,3.4661185769647758,2.4837579327622468,2.6413265257110954,2.1095198866789286,3.292585177800767,2.8096801551482873,2.153210244679355,3.0022004946365315,2.5171568676512734,1.9862835642360137,3.368391792078938,2.8758243810793527,2.5138774678701887,2.2694550583732283,1.8928233819144606,1.9221817687524996,3.758853349135806,3.112626767967606,2.391897342525799,2.688793917469923,3.1481483521050353,1.8617359584945774
2023-01-02 15:00:00,67.80085343430866,101.21320343559644,371.7157287525381,9.715516980283684,10.0,286.02757190182444,5.0,286.4653048742239,3.5,285.8831372413158,4.2,286.8065737762592,3.8,4.032504178549147,3.4793041389652086,2.7582266177741057,2.9738352029642243,2.4706873195186736,3.7844653746776435,2.746623239547324,2.315953645565764,3.1470433811576686,2.507036928246444,1.938014616204419,3.3991640685698052,2.914881991237237,2.7207195480555444,2.423139025865315,2.151838085772086,1.9754116355228717,3.9604715934523984,3.223125581770992,2.593119764000263,2.7508248793783925,3.2387189375299035,2.0257194581475124
2023-01-02 16:00:00,67.58463302998393,95.0,365.3589838486225,10.861542424290128,10.0,286.0300953726121,5.0,289.74464127344135,3.5,278.0567109997454,4.2,285.9101618263821,3.8,3.9199810081172775,3.9932839255595236,2.459723792715302,2.9158516032642092,2.1013972970536083,4.014819652867979,3.288530421166667,2.187370729793663,2.7324993575903735,2.6031650940797713,2.1036901467323745,3.4742453013698023,3.0422947999693064,2.8260990842375846,2.5333097774438023,2.1111047561051253,2.038046945274257,4.189319842161666,3.1621839166919994,2.6148490392677295,2.735761560286164,3.48851674424655,2.291600312388657
2023-01-02 17:00:00,63.14664866949357,87.76457135307562,361.3629669484373,9.632343092407044,10.0,292.70546298130944,5.0,288.3666840114767,3.5,281.40620948905905,4.2,287.7982722287041,3.8,3.8635779931396623,3.5846536183652407,2.4994083778441603,2.625912865385468,2.0330497594358845,3.270269775089538,2.816048632768594,1.9964588823906257,2.898485267434115,2.373601631421755,2.0142510114686156,3.5884889756573894,2.551003733503193,2.609859727804369,2.3027579654957453,1.902607344237845,1.9474439616407127,3.495954508415756,2.8891887553304305,2.297695623762325,2.7752643807420303,3.0697803271672246,1.9620696397055473
2023-01-02 18:00:00,59.65305515283528,80.0,360.0,9.755280278740887,10.0,286.14178102138635,5.0,292.3796058664353,3.5,284.1541442543611,4.2,286.9247305951503,3.8,3.350646333071367,3.206981903404545,2.665235852140426,2.74001954723675,1.8321371437395282,3.277656358529942,2.8287077520506925,2.068952526199451,2.495381659421929,2.0458154980487855,1.821439473395603,3.3042716945013346,2.6547950455572193,2.342562862056873,2.1318548900559016,1.7416930780476036,1.8738032774615097,3.273231902046076,2.833082491330521,2.1998719776527773,2.3991205789426817,2.7788943743385106,1.8706588133898414
2023-01-02 19:00:00,56.58642983317618,72.23542864692438,361.3629669484373,10.41985791740174,10.0,287.2711312803612,5.0,286.3834034292897,3.5,282.593909227914,4.2,289.20660376403305,3.8,3.333728261035911,3.171918893941744,2.1426607695724886,2.716641087190942,1.7433881126823534,3.178253459997482,2.4393315576311037,1.9369335544945228,2.2092206570645114,2.3011580765930817,1.791096143249496,3.0941756430247223,2.2691063790334036,2.143210583108056,2.038430217539761,1.8603047124853613,1.6636977435849842,3.4484257929808253,2.4691957678183925,2.115633427202385,2.216118534331431,2.577496486639785,1.6853038810553973
2023-01-02 20:00:00,51.30369502408144,65.00000000000001,365.3589838486225,9.939021956166473,10.0,286.9080035269864,5.0,286.32055631563844,3.5,283.74229174674264,4.2,287.2284552973241,3.8,3.062483083643253,2.718894727239707,2.186214495140938,2.3714465649809453,1.6934851381848837,3.035370516400599,2.123765817195113,2.0017026636492172,2.220192436054274,1.8515281950723388,1.6179582828472983,3.0089626938266867,2.3846986675293755,2.057556344628415,1.8617408470216696,1.5970894478643207,1.6293737007441935,2.7528539100990126,2.4119201577756977,1.9072995005564681,2.038804472260967,2.2190761157018444,1.4633200054277302
