Tag,Zeit,Date,strompreis_EUR_MWh,grid_co2_kg_MWh,V_1_demand_MWth,V_2_demand_MWth,V_3_demand_MWth,V_4_demand_MWth,V_5_demand_MWth,V_6_demand_MWth,V_7_demand_MWth,V_8_demand_MWth,V_9_demand_MWth,V_10_demand_MWth,V_11_demand_MWth,V_12_demand_MWth,V_13_demand_MWth,V_14_demand_MWth,V_15_demand_MWth,V_16_demand_MWth,V_17_demand_MWth,V_18_demand_MWth,V_19_demand_MWth,V_20_demand_MWth,V_21_demand_MWth,V_22_demand_MWth,V_23_demand_MWth,V_24_demand_MWth,V_25_demand_MWth,V_26_demand_MWth,V_27_demand_MWth,total_demand_MWth,zone_A_demand_MWth,zone_B_demand_MWth,zone_C_demand_MWth,zone_D_demand_MWth,zone_E_demand_MWth
01.01.2025,02:30:00,01.01.2025 02:30,0.0,158.91,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,02:45:00,01.01.2025 02:45,0.0,158.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,03:00:00,01.01.2025 03:00,-0.01,158.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,03:15:00,01.01.2025 03:15,-0.01,158.69,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,03:30:00,01.01.2025 03:30,-0.01,157.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,03:45:00,01.01.2025 03:45,-0.01,156.93,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,04:00:00,01.01.2025 04:00,-0.01,154.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,04:15:00,01.01.2025 04:15,-0.01,154.54,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,04:30:00,01.01.2025 04:30,-0.01,154.38,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,04:45:00,01.01.2025 04:45,-0.01,154.73,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,05:00:00,01.01.2025 05:00,-0.06,149.54,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,05:15:00,01.01.2025 05:15,-0.06,149.31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,05:30:00,01.01.2025 05:30,-0.06,147.76,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,05:45:00,01.01.2025 05:45,-0.06,147.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,06:00:00,01.01.2025 06:00,-0.09,144.63,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,06:15:00,01.01.2025 06:15,-0.09,142.34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,06:30:00,01.01.2025 06:30,-0.09,141.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,06:45:00,01.01.2025 06:45,-0.09,140.19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,07:00:00,01.01.2025 07:00,-0.01,138.43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,07:15:00,01.01.2025 07:15,-0.01,136.82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,07:30:00,01.01.2025 07:30,-0.01,134.48,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,07:45:00,01.01.2025 07:45,-0.01,133.02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,08:00:00,01.01.2025 08:00,-0.01,131.41,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,08:15:00,01.01.2025 08:15,-0.01,129.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,08:30:00,01.01.2025 08:30,-0.01,128.07,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,08:45:00,01.01.2025 08:45,-0.01,126.06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,09:00:00,01.01.2025 09:00,-0.04,122.96,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,09:15:00,01.01.2025 09:15,-0.04,120.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,09:30:00,01.01.2025 09:30,-0.04,118.79,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,09:45:00,01.01.2025 09:45,-0.04,117.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,10:00:00,01.01.2025 10:00,-0.03,115.62,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,10:15:00,01.01.2025 10:15,-0.03,114.79,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,10:30:00,01.01.2025 10:30,-0.03,114.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,10:45:00,01.01.2025 10:45,-0.03,113.98,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,11:00:00,01.01.2025 11:00,-0.1,112.86,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,11:15:00,01.01.2025 11:15,-0.1,110.79,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,11:30:00,01.01.2025 11:30,-0.1,109.88,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,11:45:00,01.01.2025 11:45,-0.1,110.07,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,12:00:00,01.01.2025 12:00,-0.05,109.22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,12:15:00,01.01.2025 12:15,-0.05,110.24,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,12:30:00,01.01.2025 12:30,-0.05,110.16,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,12:45:00,01.01.2025 12:45,-0.05,110.06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,13:00:00,01.01.2025 13:00,-0.1,111.42,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,13:15:00,01.01.2025 13:15,-0.1,112.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,13:30:00,01.01.2025 13:30,-0.1,112.86,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,13:45:00,01.01.2025 13:45,-0.1,113.83,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,14:00:00,01.01.2025 14:00,-1.01,114.23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,14:15:00,01.01.2025 14:15,-1.01,113.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,14:30:00,01.01.2025 14:30,-1.01,114.66,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,14:45:00,01.01.2025 14:45,-1.01,114.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,15:00:00,01.01.2025 15:00,-0.01,118.21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,15:15:00,01.01.2025 15:15,-0.01,118.31,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,15:30:00,01.01.2025 15:30,-0.01,119.82,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,15:45:00,01.01.2025 15:45,-0.01,121.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,16:00:00,01.01.2025 16:00,-0.01,120.56,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,16:15:00,01.01.2025 16:15,-0.01,120.11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,16:30:00,01.01.2025 16:30,-0.01,121.11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,16:45:00,01.01.2025 16:45,-0.01,122.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,17:00:00,01.01.2025 17:00,0.07,125.53,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,17:15:00,01.01.2025 17:15,0.07,126.08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,17:30:00,01.01.2025 17:30,0.07,127.73,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,17:45:00,01.01.2025 17:45,0.07,129.08,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,18:00:00,01.01.2025 18:00,1.01,130.71,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,18:15:00,01.01.2025 18:15,1.01,131.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,18:30:00,01.01.2025 18:30,1.01,131.64,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,18:45:00,01.01.2025 18:45,1.01,132.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,19:00:00,01.01.2025 19:00,1.48,130.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,19:15:00,01.01.2025 19:15,1.48,131.43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
01.01.2025,19:30:00,01.01.2025 19:30,1.48,132.37,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2700.0,200.0,500.0,700.0,700.0,600.0
