Datum,strompreis_EUR_MWh,grid_co2_kg_MWh,total_demand_MWth
2025-01-01 09:45:00,-0.04,117.5,8.454803164481662
2025-01-01 10:00:00,-0.03,115.62,9.623209898150593
2025-01-01 10:15:00,-0.03,114.79,11.347480823457433
2025-01-01 10:30:00,-0.03,114.25,11.320410290152333
2025-01-01 10:45:00,-0.03,113.98,11.305222850378048
2025-01-01 11:00:00,-0.1,112.86,9.769098593975166
2025-01-01 11:15:00,-0.1,110.79,8.574985226477356
2025-01-01 11:30:00,-0.1,109.88,9.58536066174455
2025-01-01 11:45:00,-0.1,110.07,11.294931578210127
2025-01-01 12:00:00,-0.05,109.22,11.356535714525823
2025-01-01 12:15:00,-0.05,110.24,11.310714384778336
2025-01-01 12:30:00,-0.05,110.16,9.878170002264808
2025-01-01 12:45:00,-0.05,110.06,8.681161682530826
2025-01-01 13:00:00,-0.1,111.42,9.559746543571373
2025-01-01 13:15:00,-0.1,112.2,11.240096431308688
2025-01-01 13:30:00,-0.1,112.86,11.38143394748182
2025-01-01 13:45:00,-0.1,113.83,11.313904736999175
2025-01-01 14:00:00,-1.01,114.23,9.970081756579837
2025-01-01 14:15:00,-1.01,113.85,8.775823596147596
2025-01-01 14:30:00,-1.01,114.66,9.542778399059275
2025-01-01 14:45:00,-1.01,114.8,11.186051713683055
2025-01-01 15:00:00,-0.01,118.21,11.397920706809781
2025-01-01 15:15:00,-0.01,118.31,11.315491593972267
2025-01-01 15:30:00,-0.01,119.82,10.048564993876035
2025-01-01 15:45:00,-0.01,121.7,8.86088583433737
2025-01-01 16:00:00,-0.01,120.56,9.532064120100687
2025-01-01 16:15:00,-0.01,120.11,11.13428110462399
2025-01-01 16:30:00,-0.01,121.11,11.408038951725437
2025-01-01 16:45:00,-0.01,122.6,11.315923322986754
2025-01-01 17:00:00,0.07,125.53,10.116333688521104
2025-01-01 17:15:00,0.07,126.08,8.937845886374284
2025-01-01 17:30:00,0.07,127.73,9.525957669043525
2025-01-01 17:45:00,0.07,129.08,11.08543877802431
2025-01-01 18:00:00,1.01,130.71,11.413294986331582
2025-01-01 18:15:00,1.01,131.35,11.315499973167908
2025-01-01 18:30:00,1.01,131.64,10.175412471246448
2025-01-01 18:45:00,1.01,132.35,9.007893340606294
2025-01-01 19:00:00,1.48,130.8,9.523296047173574
2025-01-01 19:15:00,1.48,131.43,11.039741973727557
2025-01-01 19:30:00,1.48,132.37,11.414815097172305
2025-01-01 19:45:00,1.48,133.26,11.314429449748586
2025-01-01 20:00:00,1.0,133.94,10.227344180395791
2025-01-01 20:15:00,1.0,135.11,9.071986600499333
2025-01-01 20:30:00,1.0,137.2,9.523239132141526
2025-01-01 20:45:00,1.0,137.96,10.997178933747309
2025-01-01 21:00:00,0.07,142.48,11.413451794255987
2025-01-01 21:15:00,0.07,142.4,11.312860219944232
2025-01-01 21:30:00,0.07,143.51,10.273326076399972
2025-01-01 21:45:00,0.07,143.94,9.130907615360863
2025-01-01 22:00:00,10.05,143.23,9.525168542959502
2025-01-01 22:15:00,10.05,143.84,10.957621423509474
2025-01-01 22:30:00,10.05,144.01,11.409857309375033
2025-01-01 22:45:00,10.05,145.26,11.310901124044479
2025-01-01 23:00:00,7.01,151.12,10.314301988368673
2025-01-01 23:15:00,7.01,155.74,9.185301618922031
2025-01-01 23:30:00,7.01,155.69,9.528621762577828
2025-01-01 23:45:00,7.01,157.64,10.92088642369809
2025-01-02 00:00:00,2.55,158.09,11.404535350759287
2025-01-02 00:15:00,2.55,156.98,11.308633799822456
2025-01-02 00:30:00,2.55,157.16,10.351026287166125
2025-01-02 00:45:00,2.55,158.29,9.235706464888645
2025-01-02 01:00:00,1.56,158.97,9.533248059165544
2025-01-02 01:15:00,1.56,158.26,10.886770068136391
2025-01-02 01:30:00,1.56,155.64,11.39787813039837
2025-01-02 01:45:00,1.56,153.62,11.306120718359105
2025-01-02 02:00:00,3.45,154.12,10.384109308490869
2025-01-02 02:15:00,3.45,156.91,9.282574618180211
2025-01-02 02:30:00,3.45,159.14,9.538778294568178
2025-01-02 02:45:00,3.45,163.15,10.855066135203257
2025-01-02 03:00:00,7.02,172.94,11.390193236961524
2025-01-02 03:15:00,7.02,174.87,11.303410526944143
2025-01-02 03:30:00,7.02,178.06,10.414050246212925
2025-01-02 03:45:00,7.02,183.7,9.326289875224456
2025-01-02 04:00:00,12.75,187.86,9.545003814893475
2025-01-02 04:15:00,12.75,190.27,10.825575826979025
2025-01-02 04:30:00,12.75,193.82,11.381723393467102
2025-01-02 04:45:00,12.75,199.84,11.300541691125256
2025-01-02 05:00:00,30.07,208.15,10.441261390621529
2025-01-02 05:15:00,30.07,219.16,9.367180242580988
2025-01-02 05:30:00,30.07,230.9,9.55176141987024
2025-01-02 05:45:00,30.07,244.07,10.798112600159158
2025-01-02 06:00:00,67.13,258.22,11.37266115566064
2025-01-02 06:15:00,67.13,266.68,11.297545034143717
2025-01-02 06:30:00,67.13,272.3,10.466086268320591
2025-01-02 06:45:00,67.13,282.46,9.40552797522015
2025-01-02 07:00:00,98.83,296.92,9.558922485400991
2025-01-02 07:15:00,98.83,308.62,10.772504189099644
2025-01-02 07:30:00,98.83,309.56,11.36315996460735
2025-01-02 07:45:00,98.83,310.02,11.294445544456213
2025-01-02 08:00:00,121.53,318.45,10.48881340857251
2025-01-02 08:15:00,121.53,324.61,9.441577486767638
2025-01-02 08:30:00,121.53,329.05,9.56638497641683
2025-01-02 08:45:00,121.53,332.12,10.748593054013213
2025-01-02 09:00:00,127.23,337.02,11.353342539776865
2025-01-02 09:15:00,127.23,339.65,11.291263686787408
2025-01-02 09:30:00,127.23,342.11,10.50968692284708
2025-01-02 09:45:00,127.23,343.14,9.475541645730582
2025-01-02 10:00:00,126.35,342.28,9.574067504743054
2025-01-02 10:15:00,126.35,338.2,10.726235970695612
2025-01-02 10:30:00,126.35,339.44,11.34330731019058
2025-01-02 10:45:00,126.35,340.68,11.28801636965995
2025-01-02 11:00:00,119.97,339.42,10.528914728740528
2025-01-02 11:15:00,119.97,338.51,9.5076068336098
2025-01-02 11:30:00,119.97,336.99,9.581904855717081
2025-01-02 11:45:00,119.97,333.99,10.705303179360799
2025-01-02 12:00:00,115.95,334.03,11.333133383198133
2025-01-02 12:15:00,115.95,334.38,11.28471767083448
2025-01-02 12:30:00,115.95,337.47,10.546675009795377
2025-01-02 12:45:00,115.95,340.02,9.537937043237163
2025-01-02 13:00:00,113.9,341.17,9.589844584118772
2025-01-02 13:15:00,113.9,343.31,10.685677335188855
2025-01-02 13:30:00,113.9,344.35,11.32288441279138
2025-01-02 13:45:00,113.9,349.34,11.281379389224853
2025-01-02 14:00:00,122.21,344.07,10.563121338388939
2025-01-02 14:15:00,122.21,346.03,9.566677225830617
2025-01-02 14:30:00,122.21,347.08,9.597844398311816
2025-01-02 14:45:00,122.21,347.72,10.6672523997881
2025-01-02 15:00:00,130.11,345.28,11.312611632447345
2025-01-02 15:15:00,130.11,343.99,11.2780114704638
2025-01-02 15:30:00,130.11,340.27,10.578386774300185
2025-01-02 15:45:00,130.11,338.48,9.593956044630865
2025-01-02 16:00:00,138.59,341.04,9.605870132017033
2025-01-02 16:15:00,138.59,336.05,10.649932551336242
2025-01-02 16:30:00,138.59,332.73,11.302356248456991
2025-01-02 16:45:00,138.59,332.39,11.274622339115412
2025-01-02 17:00:00,152.87,339.48,10.592587170540439
2025-01-02 17:15:00,152.87,343.92,9.619888155854467
2025-01-02 17:30:00,152.87,341.87,9.613894158765588
2025-01-02 17:45:00,152.87,336.6,10.633631154626867
2025-01-02 18:00:00,152.94,333.31,11.292151339986832
2025-01-02 18:15:00,152.94,331.63,11.271219160970245
2025-01-02 18:30:00,152.94,330.96,10.605823859950739
2025-01-02 18:45:00,152.94,327.67,9.644576110170803
2025-01-02 19:00:00,139.15,327.67,9.621894143048184
2025-01-02 19:15:00,139.15,329.12,10.618269810618179
2025-01-02 19:30:00,139.15,332.5,11.282023375961298
2025-01-02 19:45:00,139.15,334.76,11.267808052308876
2025-01-02 20:00:00,130.0,336.48,10.618185853912054
2025-01-02 20:15:00,130.0,337.28,9.668111947291766
2025-01-02 20:30:00,130.0,336.53,9.629852049827525
2025-01-02 20:45:00,130.0,332.27,10.603777492437708
2025-01-02 21:00:00,119.78,333.3,11.271993432302676
2025-01-02 21:15:00,119.78,333.15,11.264394248464852
2025-01-02 21:30:00,119.78,330.12,10.629751653564405
2025-01-02 21:45:00,119.78,328.25,9.69057854067102
2025-01-02 22:00:00,113.42,326.97,9.637753353936734
2025-01-02 22:15:00,113.42,321.11,10.59008976758768
2025-01-02 22:30:00,113.42,316.19,11.262078173395714
2025-01-02 22:45:00,113.42,306.88,11.260982240805923
2025-01-02 23:00:00,82.47,305.79,10.640590750965329
2025-01-02 23:15:00,82.47,307.17,9.712050737411849
2025-01-02 23:30:00,82.47,304.54,9.64558640530207
2025-01-02 23:45:00,82.47,300.31,10.577148102171183
2025-01-03 00:00:00,99.56,296.49,11.252290646950962
2025-01-03 00:15:00,99.56,298.74,11.257575888957273
2025-01-03 00:30:00,99.56,299.94,10.650764880407532
2025-01-03 00:45:00,99.56,297.67,9.732596329327398
2025-01-03 01:00:00,87.53,297.94,9.65334191650237
2025-01-03 01:15:00,87.53,297.12,10.564899241009162
2025-01-03 01:30:00,87.53,295.6,11.24264093037969
2025-01-03 01:45:00,87.53,292.96,11.25417851343021
2025-01-03 02:00:00,85.01,295.67,10.660329067098386
2025-01-03 02:15:00,85.01,294.97,9.75227688399534
2025-01-03 02:30:00,85.01,293.04,9.661012547008319
2025-01-03 02:45:00,85.01,290.58,10.553294656740619
2025-01-03 03:00:00,83.79,289.38,11.23313665840461
2025-01-03 03:15:00,83.79,287.94,11.250792972604378
2025-01-03 03:30:00,83.79,282.02,10.66933251047281
2025-01-03 03:45:00,83.79,277.86,9.771148459099141
2025-01-03 04:00:00,77.5,278.96,9.668592564295935
2025-01-03 04:15:00,77.5,279.1,10.542290060900651
2025-01-03 04:30:00,77.5,276.91,11.223783455224895
2025-01-03 04:45:00,77.5,276.5,11.247421727112123
2025-01-03 05:00:00,79.88,273.08,10.677819331772893
2025-01-03 05:15:00,79.88,271.23,9.78926221898019
2025-01-03 05:30:00,79.88,267.48,9.676077566437124
2025-01-03 05:45:00,79.88,263.98,10.531844970252175
2025-01-03 06:00:00,83.56,265.89,11.214585289630026
2025-01-03 06:15:00,83.56,263.53,11.244066894001115
2025-01-03 06:30:00,83.56,262.11,10.68582920960817
2025-01-03 06:45:00,83.56,260.37,9.80666496886415
2025-01-03 07:00:00,78.43,261.55,9.683464254118551
2025-01-03 07:15:00,78.43,258.87,10.521922322123515
2025-01-03 07:30:00,78.43,256.69,11.205544767649178
2025-01-03 07:45:00,78.43,256.39,11.240730292543144
2025-01-03 08:00:00,82.57,256.21,10.693397922589686
2025-01-03 08:15:00,82.57,254.9,9.823399619465384
2025-01-03 08:30:00,82.57,252.96,9.690750242600997
2025-01-03 08:45:00,82.57,252.48,10.51248813306481
2025-01-03 09:00:00,80.76,250.58,11.196663374360304
2025-01-03 09:15:00,80.76,247.72,11.237413483169835
2025-01-03 09:30:00,80.76,245.33,10.700557814499934
2025-01-03 09:45:00,80.76,242.65,9.839505592459945
2025-01-03 10:00:00,77.64,239.74,9.69793390610493
2025-01-03 10:15:00,77.64,233.43,10.503511195717056
2025-01-03 10:30:00,77.64,232.32,11.187941674165772
2025-01-03 10:45:00,77.64,231.8,11.234117800717947
2025-01-03 11:00:00,70.48,229.87,10.707338194588853
2025-01-03 11:15:00,70.48,230.23,9.85501917553186
2025-01-03 11:30:00,70.48,230.2,9.705014248637642
2025-01-03 11:45:00,70.48,230.29,10.4949628093506
2025-01-03 12:00:00,69.94,228.81,11.17937947701907
2025-01-03 12:15:00,69.94,227.3,11.230844382935992
2025-01-03 12:30:00,69.94,230.61,10.713765683300815
2025-01-03 12:45:00,69.94,232.64,9.869973834249356
2025-01-03 13:00:00,77.8,228.36,9.711990796471385
2025-01-03 13:15:00,77.8,228.64,10.486816540056356
2025-01-03 13:30:00,77.8,231.12,11.17097597664681
2025-01-03 13:45:00,77.8,234.14,11.227594195023064
2025-01-03 14:00:00,78.81,240.17,10.719864511908943
2025-01-03 14:15:00,78.81,246.26,9.8844004868469
2025-01-03 14:30:00,78.81,249.5,9.718863508418432
2025-01-03 14:45:00,78.81,255.82,10.479048007053272
2025-01-03 15:00:00,85.29,263.79,11.162729865666694
2025-01-03 15:15:00,85.29,270.93,11.224368050828488
2025-01-03 15:30:00,85.29,271.7,10.725656783061371
2025-01-03 15:45:00,85.29,272.94,9.8983277470216
2025-01-03 16:00:00,105.51,274.84,9.72563270078851
2025-01-03 16:15:00,105.51,275.39,10.471634692007104
2025-01-03 16:30:00,105.51,277.79,11.154639431589779
2025-01-03 16:45:00,105.51,280.73,11.221166631227966
2025-01-03 17:00:00,116.66,282.24,10.731162698054176
2025-01-03 17:15:00,116.66,281.3,9.911782139056626
2025-01-03 17:30:00,116.66,280.45,9.732298984500348
2025-01-03 17:45:00,116.66,284.39,10.46455576863898
2025-01-03 18:00:00,115.06,289.26,11.14670263696456
2025-01-03 18:15:00,115.06,289.87,11.21799050010156
2025-01-03 18:30:00,115.06,288.61,10.736400755677991
2025-01-03 18:45:00,115.06,290.5,9.924788288925974
2025-01-03 19:00:00,114.91,291.18,9.73886321228662
2025-01-03 19:15:00,114.91,295.51,10.457791950240729
2025-01-03 19:30:00,114.91,299.63,11.1389171863325
2025-01-03 19:45:00,114.91,303.4,11.21484011826641
2025-01-03 20:00:00,113.3,305.76,10.741387926695511
2025-01-03 20:15:00,113.3,307.47,9.937369094488464
2025-01-03 20:30:00,113.3,310.31,9.74532643430613
2025-01-03 20:45:00,113.3,314.64,10.451325353010997
2025-01-03 21:00:00,107.8,317.83,11.131280582189888
2025-01-03 21:15:00,107.8,318.21,11.211715855658245
2025-01-03 21:30:00,107.8,318.74,10.746139807358922
2025-01-03 21:45:00,107.8,323.96,9.949545877423489
2025-01-03 22:00:00,98.22,331.55,9.751689860778265
2025-01-03 22:15:00,98.22,335.09,10.445139373386105
2025-01-03 22:30:00,98.22,335.34,11.123790171766098
2025-01-03 22:45:00,98.22,332.98,11.20861800200815
2025-01-03 23:00:00,88.57,329.54,10.750670754842368
2025-01-03 23:15:00,88.57,329.5,9.961338519179737
2025-01-03 23:30:00,88.57,330.68,9.757954830498319
2025-01-03 23:45:00,88.57,332.14,10.439218577766336
2025-01-04 00:00:00,90.43,337.76,11.116443186115308
2025-01-04 00:15:00,90.43,344.93,11.205546776221777
2025-01-04 00:30:00,90.43,344.26,10.754994007022901
2025-01-04 00:45:00,90.43,348.86,9.972765582887838
2025-01-04 01:00:00,90.29,358.3,9.764122784289698
2025-01-04 01:15:00,90.29,368.39,10.433548603236181
2025-01-04 01:30:00,90.29,375.6,11.109236772763103
2025-01-04 01:45:00,90.29,379.62,11.202502334636238
2025-01-04 02:00:00,90.2,384.91,10.759121788676547
2025-01-04 02:15:00,90.2,393.8,9.983844422918192
2025-01-04 02:30:00,90.2,400.54,9.770195242609999
2025-01-04 02:45:00,90.2,405.65,10.42811606804919
2025-01-04 03:00:00,91.52,407.69,11.102168022940397
2025-01-04 03:15:00,91.52,416.82,11.19948477830323
2025-01-04 03:30:00,91.52,421.4,10.763065405850353
2025-01-04 03:45:00,91.52,426.18,9.994591283536634
2025-01-04 04:00:00,95.95,433.29,9.776173786659367
2025-01-04 04:15:00,95.95,443.06,10.42290849079797
2025-01-04 04:30:00,95.95,453.32,11.095233994264962
2025-01-04 04:45:00,95.95,455.91,11.19649415942488
2025-01-04 05:00:00,102.11,455.12,10.766835329915418
2025-01-04 05:15:00,102.11,458.12,10.005021387917129
2025-01-04 05:30:00,102.11,460.13,9.782060042447503
2025-01-04 05:45:00,102.11,463.27,10.417914217320543
2025-01-04 06:00:00,110.66,464.49,11.088431729589464
2025-01-04 06:15:00,110.66,464.36,11.193530487050527
2025-01-04 06:30:00,110.66,465.22,10.770441272591126
2025-01-04 06:45:00,110.66,461.28,10.015149018605479
2025-01-04 07:00:00,119.96,454.12,9.787855667364395
2025-01-04 07:15:00,119.96,452.59,10.413122354507891
2025-01-04 07:30:00,119.96,452.26,11.081758272617847
2025-01-04 07:45:00,119.96,449.99,11.190593732127034
2025-01-04 08:00:00,128.39,443.1,10.773892253049924
2025-01-04 08:15:00,128.39,435.65,10.024987590387319
2025-01-04 08:30:00,128.39,437.85,9.793562338873267
2025-01-04 08:45:00,128.39,436.89,10.408522710276758
2025-01-04 09:00:00,130.75,436.15,11.075210680794997
2025-01-04 09:15:00,130.75,436.68,11.187683831982524
2025-01-04 09:30:00,130.75,428.74,10.77719665805904
2025-01-04 09:45:00,130.75,425.66,10.03454971639303
2025-01-04 10:00:00,130.34,419.39,9.799181745004901
2025-01-04 10:15:00,130.34,415.88,10.404105739058247
2025-01-04 10:30:00,130.34,415.6,11.068786035894103
2025-01-04 10:45:00,130.34,418.73,11.184800694312196
2025-01-04 11:00:00,128.29,423.75,10.780362295985949
2025-01-04 11:15:00,128.29,426.59,10.043847268168529
2025-01-04 11:30:00,128.29,424.68,9.80471557638295
2025-01-04 11:45:00,128.29,425.27,10.399862492228273
2025-01-04 12:00:00,130.03,419.4,11.06248145265917
2025-01-04 12:15:00,130.03,420.43,11.181944200725908
2025-01-04 12:30:00,130.03,419.12,10.78339644538424
2025-01-04 12:45:00,130.03,421.03,10.052891430351766
2025-01-04 13:00:00,129.85,418.68,9.810165519551921
2025-01-04 13:15:00,129.85,421.9,10.395784572972056
2025-01-04 13:30:00,129.85,424.58,11.056294085804161
2025-01-04 13:45:00,129.85,424.93,11.17911420990909
2025-01-04 14:00:00,136.4,421.81,10.78630589878253
2025-01-04 14:15:00,136.4,420.93,10.061692750517656
2025-01-04 14:30:00,136.4,419.92,9.815533251414529
2025-01-04 14:45:00,136.4,419.97,10.391864095132604
2025-01-04 15:00:00,138.72,418.2,11.050221135623472
2025-01-04 15:15:00,138.72,412.58,11.176310560441916
2025-01-04 15:30:00,138.72,409.39,10.789097002218776
2025-01-04 15:45:00,138.72,407.29,10.070261184687523
2025-01-04 16:00:00,142.0,404.85,9.820820434614646
2025-01-04 16:15:00,142.0,405.63,10.388093645643817
2025-01-04 16:30:00,142.0,404.37,11.044259852429258
2025-01-04 16:45:00,142.0,406.35,11.17353307331598
2025-01-04 17:00:00,151.24,408.53,10.791775690993479
2025-01-04 17:15:00,151.24,410.08,10.07860613894127
2025-01-04 17:30:00,151.24,410.28,9.826028713726563
2025-01-04 17:45:00,151.24,410.44,10.384466250193332
2025-01-04 18:00:00,143.85,410.97,11.038407539998115
2025-01-04 18:15:00,143.85,413.92,11.170781554182707
2025-01-04 18:30:00,143.85,416.06,10.794347522056029
2025-01-04 18:45:00,143.85,416.54,10.086736507520177
2025-01-04 19:00:00,137.96,420.77,9.831159712132218
2025-01-04 19:15:00,137.96,425.03,10.380975341799225
2025-01-04 19:30:00,137.96,427.24,11.032661558181985
2025-01-04 19:45:00,137.96,426.8,11.168055795363419
2025-01-04 20:00:00,129.49,427.76,10.796817703387557
2025-01-04 20:15:00,129.49,428.61,10.094660707764337
2025-01-04 20:30:00,129.49,430.98,9.836215029485412
2025-01-04 20:45:00,129.49,430.87,10.377614732019195
2025-01-04 21:00:00,122.83,427.06,11.0270193248147
2025-01-04 21:15:00,122.83,424.83,11.165355577647452
2025-01-04 21:30:00,122.83,427.03,10.799191120699426
2025-01-04 21:45:00,122.83,424.52,10.10238671219045
2025-01-04 22:00:00,118.29,427.88,9.841196239676943
2025-01-04 22:15:00,118.29,430.07,10.37437858454097
2025-01-04 22:30:00,118.29,428.0,11.021478317025965
2025-01-04 22:45:00,118.29,428.91,11.162680671901517
2025-01-04 23:00:00,109.49,423.57,10.801472361728536
2025-01-04 23:15:00,109.49,424.27,10.10992207798203
2025-01-04 23:30:00,109.49,414.26,9.846104889226964
2025-01-04 23:45:00,109.49,408.57,10.371261390929579
2025-01-05 00:00:00,113.84,405.56,11.016036072057679
2025-01-05 00:15:00,113.84,402.55,11.160030840510599
2025-01-05 00:30:00,113.84,396.73,10.803665738377436
2025-01-05 00:45:00,113.84,397.69,10.117273974134875
2025-01-05 01:00:00,100.33,397.71,9.850942496041686
2025-01-05 01:15:00,100.33,396.4,10.368257948330589
2025-01-05 01:30:00,100.33,396.62,11.010690187663544
2025-01-05 01:45:00,100.33,398.0,11.157405838668486
2025-01-05 02:00:00,93.61,393.1,10.80577530691842
2025-01-05 02:15:00,93.61,391.07,10.12444920647443
2025-01-05 02:30:00,93.61,387.05,9.855710548480381
2025-01-05 02:45:00,93.61,388.31,10.365363338949333
2025-01-05 03:00:00,93.87,388.91,11.005438322160778
2025-01-05 03:15:00,93.87,387.27,11.154805415533882
2025-01-05 03:30:00,93.87,385.91,10.807804886455825
2025-01-05 03:45:00,93.87,383.38,10.131454240739243
2025-01-05 04:00:00,89.38,379.65,9.860410504686522
2025-01-05 04:15:00,89.38,376.54,10.362572911144774
2025-01-05 04:30:00,89.38,370.5,11.000278194192614
2025-01-05 04:45:00,89.38,366.61,11.152229315266096
2025-01-05 05:00:00,83.55,357.51,10.809758075818735
2025-01-05 05:15:00,83.55,350.41,10.138295223904255
2025-01-05 05:30:00,83.55,346.19,9.865043792143245
2025-01-05 05:45:00,83.55,340.07,10.359882261992801
2025-01-05 06:00:00,83.92,342.1,10.995207582251513
2025-01-05 06:15:00,83.92,335.95,11.149677277952962
2025-01-05 06:30:00,83.92,329.73,10.811638269037177
2025-01-05 06:45:00,83.92,324.48,10.144978003900158
2025-01-05 07:00:00,82.53,321.02,9.869611807419162
2025-01-05 07:15:00,82.53,314.45,10.357287221188662
2025-01-05 07:30:00,82.53,305.1,10.990224324005702
2025-01-05 07:45:00,82.53,300.51,11.147149040442029
2025-01-05 08:00:00,84.05,294.63,10.813448669538117
2025-01-05 08:15:00,84.05,288.21,10.151508147869135
2025-01-05 08:30:00,84.05,281.49,9.874115916075102
2025-01-05 08:45:00,84.05,280.13,10.354783836170903
2025-01-05 09:00:00,89.15,278.43,10.9853263154653
2025-01-05 09:15:00,89.15,273.99,11.144644337084943
2025-01-05 09:30:00,89.15,270.81,10.815192303182755
2025-01-05 09:45:00,89.15,266.1,10.157890959083387
2025-01-05 10:00:00,82.95,252.89,9.87855745270664
2025-01-05 10:15:00,82.95,246.09,10.352368358360872
2025-01-05 10:30:00,82.95,242.29,10.980511510018875
2025-01-05 10:45:00,82.95,240.35,11.142162900403813
2025-01-05 11:00:00,88.82,239.43,10.816872030253704
2025-01-05 11:15:00,88.82,235.79,10.164131492640397
2025-01-05 11:30:00,88.82,235.35,9.882937721100749
2025-01-05 11:45:00,88.82,229.7,10.350037230422235
2025-01-05 12:00:00,81.66,219.84,10.975777917366791
2025-01-05 12:15:00,81.66,212.73,11.13970446168748
2025-01-05 12:30:00,81.66,210.16,10.818490556489092
2025-01-05 12:45:00,81.66,209.52,10.170234570037891
2025-01-05 13:00:00,78.39,210.16,9.887257994487829
2025-01-05 13:15:00,78.39,206.92,10.34778707445387
2025-01-05 13:30:00,78.39,200.87,10.971123602373615
2025-01-05 13:45:00,78.39,197.06,11.137268751524662
2025-01-05 14:00:00,68.0,194.47,10.82005044325063
2025-01-05 14:15:00,68.0,192.35,10.176204792721514
2025-01-05 14:30:00,68.0,188.69,9.891519515873192
2025-01-05 14:45:00,68.0,187.94,10.34561468103805
2025-01-05 15:00:00,50.64,188.29,10.966546683858624
2025-01-05 15:15:00,50.64,185.64,11.134855500280288
2025-01-05 15:30:00,50.64,184.21,10.821554116903673
2025-01-05 15:45:00,50.64,179.8,10.182046554689553
2025-01-05 16:00:00,49.91,173.56,9.895723498434055
2025-01-05 16:15:00,49.91,173.1,10.343516999072904
2025-01-05 16:30:00,49.91,173.08,10.962045333340447
2025-01-05 16:45:00,49.91,172.01,11.132464438520648
2025-01-05 17:00:00,66.3,172.2,10.823003877479392
2025-01-05 17:15:00,66.3,172.0,10.187764054231033
2025-01-05 17:30:00,66.3,171.3,9.899871125970263
2025-01-05 17:45:00,66.3,168.46,10.341491126324948
2025-01-05 18:00:00,65.05,161.45,10.957617773749572
2025-01-05 18:15:00,65.05,162.14,11.130095297392362
2025-01-05 18:30:00,65.05,163.09,10.824401906682173
2025-01-05 18:45:00,65.05,159.95,10.193361304866587
2025-01-05 19:00:00,51.28,155.42,9.903963553398437
2025-01-05 19:15:00,51.28,151.96,10.339534300643255
2025-01-05 19:30:00,51.28,151.6,10.953262278120087
2025-01-05 19:45:00,51.28,151.25,11.127747808959786
2025-01-05 20:00:00,36.85,152.04,10.82575027529905
2025-01-05 20:15:00,36.85,150.9,10.198842145555139
2025-01-05 20:30:00,36.85,151.47,9.908001907280818
2025-01-05 20:45:00,36.85,154.23,10.337643891782202
2025-01-05 21:00:00,36.8,162.05,10.948977168270506
2025-01-05 21:15:00,36.8,162.42,11.12542170650479
2025-01-05 21:30:00,36.8,162.53,10.827050950062578
2025-01-05 21:45:00,36.8,160.91,10.204210250223717
2025-01-05 22:00:00,34.68,164.05,9.911987286381233
2025-01-05 22:15:00,34.68,163.16,10.335817393784541
2025-01-05 22:30:00,34.68,161.51,10.944760813481675
2025-01-05 22:45:00,34.68,157.69,11.123116724792704
2025-01-05 23:00:00,28.14,140.02,10.828305800013279
2025-01-05 23:15:00,28.14,140.28,10.20946913667269
